vegas_wpa,vegas_home_wpa,vegas_wp,vegas_home_wp,result,total,spread_line,total_line
0.06006092,-0.06006092,0.27072674,0.72927326,6,26,-3.0,41.5
-0.015555382,0.015555382,0.33078766,0.66921234,6,26,-3.0,41.5
-0.018038392,0.018038392,0.31523228,0.6847677,6,26,-3.0,41.5
-0.039114445,0.039114445,0.29719388,0.7028061,6,26,-3.0,41.5
0.022827119,-0.022827119,0.25807944,0.7419206,6,26,-3.0,41.5
0.008946955,0.008946955,0.71909344,0.71909344,6,26,-3.0,41.5
-0.014216483,-0.014216483,0.7280404,0.7280404,6,26,-3.0,41.5
0.015936255,0.015936255,0.7138239,0.7138239,6,26,-3.0,41.5
0.005474925,-0.005474925,0.27023983,0.72976017,6,26,-3.0,41.5
-0.00022163987,0.00022163987,0.27571476,0.72428524,6,26,-3.0,41.5
0.023050249,-0.023050249,0.27549312,0.72450686,6,26,-3.0,41.5
-0.017690897,0.017690897,0.29854336,0.70145667,6,26,-3.0,41.5
-0.03949818,0.03949818,0.28085247,0.71914756,6,26,-3.0,41.5
0.0050479323,-0.0050479323,0.24135429,0.7586457,6,26,-3.0,41.5
-0.05616422,0.05616422,0.24640222,0.7535978,6,26,-3.0,41.5
-0.01157397,-0.01157397,0.809762,0.809762,6,26,-3.0,41.5
-0.008190632,-0.008190632,0.79818803,0.79818803,6,26,-3.0,41.5
0.041455567,0.041455567,0.7899974,0.7899974,6,26,-3.0,41.5
-0.020189106,-0.020189106,0.83145297,0.83145297,6,26,-3.0,41.5
-0.014926672,-0.014926672,0.81126386,0.81126386,6,26,-3.0,41.5
0.005999565,0.005999565,0.7963372,0.7963372,6,26,-3.0,41.5
0.04756987,0.04756987,0.80233675,0.80233675,6,26,-3.0,41.5
0.005077362,-0.005077362,0.15009338,0.8499066,6,26,-3.0,41.5
0.019639924,-0.019639924,0.15517074,0.84482926,6,26,-3.0,41.5
0.019778967,-0.019778967,0.17481066,0.82518935,6,26,-3.0,41.5
0.038041607,-0.038041607,0.19458963,0.8054104,6,26,-3.0,41.5
0.004008338,-0.004008338,0.23263124,0.7673688,6,26,-3.0,41.5
-0.024615645,0.024615645,0.23663957,0.76336044,6,26,-3.0,41.5
-0.05327858,0.05327858,0.21202393,0.7879761,6,26,-3.0,41.5
0.05543077,-0.05543077,0.15874535,0.84125465,6,26,-3.0,41.5
0.0029354095,0.0029354095,0.7858239,0.7858239,6,26,-3.0,41.5
-0.03406048,-0.03406048,0.7887593,0.7887593,6,26,-3.0,41.5
-0.022723734,-0.022723734,0.7546988,0.7546988,6,26,-3.0,41.5
0.002459526,0.002459526,0.7319751,0.7319751,6,26,-3.0,41.5
-0.027694702,-0.027694702,0.7344346,0.7344346,6,26,-3.0,41.5
0.104979485,0.104979485,0.7067399,0.7067399,6,26,-3.0,41.5
0.03516248,-0.03516248,0.18828061,0.8117194,6,26,-3.0,41.5
0.052219033,-0.052219033,0.22344309,0.7765569,6,26,-3.0,41.5
0.037384987,-0.037384987,0.27566212,0.7243379,6,26,-3.0,41.5
-0.0103316605,0.0103316605,0.3130471,0.6869529,6,26,-3.0,41.5
-0.0,0.0,0.30271545,0.6972846,6,26,-3.0,41.5
-0.10232712,0.10232712,0.30271545,0.6972846,6,26,-3.0,41.5
-0.07770957,0.07770957,0.20038833,0.7996117,6,26,-3.0,41.5
-0.013070762,-0.013070762,0.87732124,0.87732124,6,26,-3.0,41.5
-0.009402156,-0.009402156,0.8642505,0.8642505,6,26,-3.0,41.5
0.060414672,0.060414672,0.8548483,0.8548483,6,26,-3.0,41.5
-0.0053302646,-0.0053302646,0.915263,0.915263,6,26,-3.0,41.5
-0.01303333,-0.01303333,0.90993273,0.90993273,6,26,-3.0,41.5
-0.01900357,-0.01900357,0.8968994,0.8968994,6,26,-3.0,41.5
0.04127866,0.04127866,0.87789583,0.87789583,6,26,-3.0,41.5
0.0050136,-0.0050136,0.08082551,0.9191745,6,26,-3.0,41.5
0.010714382,-0.010714382,0.08583911,0.9141609,6,26,-3.0,41.5
-0.008162476,0.008162476,0.09655349,0.9034465,6,26,-3.0,41.5
-0.035071082,0.035071082,0.08839101,0.911609,6,26,-3.0,41.5
-0.0016828775,-0.0016828775,0.94668007,0.94668007,6,26,-3.0,41.5
0.01490891,0.01490891,0.9449972,0.9449972,6,26,-3.0,41.5
0.0013251305,0.0013251305,0.9599061,0.9599061,6,26,-3.0,41.5
0.015770912,0.015770912,0.96123123,0.96123123,6,26,-3.0,41.5
0.0024181008,0.0024181008,0.97700214,0.97700214,6,26,-3.0,41.5
0.0032836199,0.0032836199,0.97942024,0.97942024,6,26,-3.0,41.5
0.009866953,0.009866953,0.98270386,0.98270386,6,26,-3.0,41.5
0.0013605952,0.0013605952,0.9925708,0.9925708,6,26,-3.0,41.5
-0.0008993149,-0.0008993149,0.9939314,0.9939314,6,26,-3.0,41.5
0.00015544891,0.00015544891,0.9930321,0.9930321,6,26,-3.0,41.5
-0.03516894,-0.03516894,0.99318755,0.99318755,6,26,-3.0,41.5
-0.008330584,0.008330584,0.04198139,0.9580186,6,26,-3.0,41.5
0.012487259,-0.012487259,0.033650808,0.9663492,6,26,-3.0,41.5
-0.0053829327,0.0053829327,0.046138067,0.95386195,6,26,-3.0,41.5
0.0047629215,-0.0047629215,0.040755134,0.95924485,6,26,-3.0,41.5
-0.00744725,0.00744725,0.045518056,0.95448196,6,26,-3.0,41.5
-0.00682541,0.00682541,0.038070805,0.9619292,6,26,-3.0,41.5
0.007529989,-0.007529989,0.031245396,0.9687546,6,26,-3.0,41.5
-0.011569485,0.011569485,0.038775384,0.9612246,6,26,-3.0,41.5
-0.005817972,0.005817972,0.0272059,0.9727941,6,26,-3.0,41.5
-0.004113989,0.004113989,0.021387927,0.97861207,6,26,-3.0,41.5
-0.0027598785,0.0027598785,0.017273938,0.98272604,6,26,-3.0,41.5
0.020563003,-0.020563003,0.01451406,0.9854859,6,26,-3.0,41.5
-0.002498333,0.002498333,0.03507706,0.96492296,6,26,-3.0,41.5
0.0006214163,-0.0006214163,0.03257873,0.9674213,6,26,-3.0,41.5
0.012049317,0.012049317,0.96679986,0.96679986,6,26,-3.0,41.5
-0.006826639,-0.006826639,0.9788492,0.9788492,6,26,-3.0,41.5
-0.0021244287,-0.0021244287,0.97202253,0.97202253,6,26,-3.0,41.5
0.013750315,0.013750315,0.9698981,0.9698981,6,26,-3.0,41.5
-0.0031206608,-0.0031206608,0.9836484,0.9836484,6,26,-3.0,41.5
-0.053465873,-0.053465873,0.98052776,0.98052776,6,26,-3.0,41.5
-0.006017104,0.006017104,0.072938114,0.9270619,6,26,-3.0,41.5
-0.0047173984,0.0047173984,0.06692101,0.933079,6,26,-3.0,41.5
-0.019981291,0.019981291,0.062203612,0.9377964,6,26,-3.0,41.5
0.009341188,-0.009341188,0.04222232,0.9577777,6,26,-3.0,41.5
-0.006900646,0.006900646,0.05156351,0.9484365,6,26,-3.0,41.5
-0.044662863,0.044662863,0.044662863,0.95533717,6,26,-3.0,41.5
0.0,0.0,0.0,1.0,6,26,-3.0,41.5
0.004076183,-0.004076183,0.4815198,0.5184802,5,37,1.5,43.0
-0.010933906,0.010933906,0.48559597,0.51440406,5,37,1.5,43.0
-0.014847547,0.014847547,0.47466207,0.52533793,5,37,1.5,43.0
0.043709308,-0.043709308,0.45981452,0.54018545,5,37,1.5,43.0
0.0076656938,-0.0076656938,0.5035238,0.49647617,5,37,1.5,43.0
-0.032991678,0.032991678,0.5111895,0.48881048,5,37,1.5,43.0
-0.02868709,0.02868709,0.47819784,0.5218022,5,37,1.5,43.0
0.05314523,-0.05314523,0.44951075,0.55048925,5,37,1.5,43.0
0.016367853,-0.016367853,0.502656,0.49734402,5,37,1.5,43.0
-0.015196443,0.015196443,0.51902384,0.48097616,5,37,1.5,43.0
-0.041429996,0.041429996,0.5038274,0.4961726,5,37,1.5,43.0
-0.05067128,0.05067128,0.4623974,0.5376026,5,37,1.5,43.0
-0.014220834,-0.014220834,0.5882739,0.5882739,5,37,1.5,43.0
-0.0023288727,-0.0023288727,0.57405305,0.57405305,5,37,1.5,43.0
-0.027433634,-0.027433634,0.5717242,0.5717242,5,37,1.5,43.0
-0.027682304,-0.027682304,0.54429054,0.54429054,5,37,1.5,43.0
0.052307248,0.052307248,0.51660824,0.51660824,5,37,1.5,43.0
0.02500856,-0.02500856,0.4310845,0.5689155,5,37,1.5,43.0
-0.026801497,0.026801497,0.45609307,0.5439069,5,37,1.5,43.0
0.0047561526,-0.0047561526,0.42929158,0.5707084,5,37,1.5,43.0
0.045443326,-0.045443326,0.43404773,0.5659523,5,37,1.5,43.0
-0.0039819777,0.0039819777,0.47949106,0.52050894,5,37,1.5,43.0
-0.028095186,0.028095186,0.47550908,0.52449095,5,37,1.5,43.0
-0.029692143,0.029692143,0.4474139,0.5525861,5,37,1.5,43.0
0.041760087,-0.041760087,0.41772175,0.58227825,5,37,1.5,43.0
0.008114278,0.008114278,0.54051816,0.54051816,5,37,1.5,43.0
-0.0067053437,-0.0067053437,0.54863244,0.54863244,5,37,1.5,43.0
0.030928254,0.030928254,0.5419271,0.5419271,5,37,1.5,43.0
-0.0074284673,-0.0074284673,0.57285535,0.57285535,5,37,1.5,43.0
-0.052226245,-0.052226245,0.5654269,0.5654269,5,37,1.5,43.0
0.019812286,0.019812286,0.51320064,0.51320064,5,37,1.5,43.0
0.018048674,0.018048674,0.5330129,0.5330129,5,37,1.5,43.0
-0.0007432401,0.0007432401,0.4489384,0.55106163,5,37,1.5,43.0
0.011033475,-0.011033475,0.44819516,0.55180484,5,37,1.5,43.0
-0.009248823,0.009248823,0.45922863,0.54077137,5,37,1.5,43.0
-0.0593794,0.0593794,0.4499798,0.5500202,5,37,1.5,43.0
-0.011477262,0.011477262,0.3906004,0.60939956,5,37,1.5,43.0
0.023632824,-0.023632824,0.37912315,0.62087685,5,37,1.5,43.0
0.0,0.0,0.597244,0.597244,5,37,1.5,43.0
0.012810469,0.012810469,0.597244,0.597244,5,37,1.5,43.0
-0.010705769,-0.010705769,0.6100545,0.6100545,5,37,1.5,43.0
-0.05128306,-0.05128306,0.5993487,0.5993487,5,37,1.5,43.0
0.15261626,0.15261626,0.54806566,0.54806566,5,37,1.5,43.0
0.0021573901,0.0021573901,0.7006819,0.7006819,5,37,1.5,43.0
-0.022408068,-0.022408068,0.7028393,0.7028393,5,37,1.5,43.0
-0.13106275,-0.13106275,0.68043125,0.68043125,5,37,1.5,43.0
0.09444302,-0.09444302,0.4506315,0.5493685,5,37,1.5,43.0
0.0035064816,-0.0035064816,0.5450745,0.45492548,5,37,1.5,43.0
-0.020098567,0.020098567,0.548581,0.451419,5,37,1.5,43.0
-0.08612263,0.08612263,0.52848244,0.47151756,5,37,1.5,43.0
-0.0053424835,-0.0053424835,0.5576402,0.5576402,5,37,1.5,43.0
