play_id,game_id,season_type,week,game_date,season,order_sequence,nfl_api_id,id
395.0,2024_02_IND_GB,REG,2,2024-09-15,2024,395.0,7d405000-1312-11ef-afd1-646009f18b2e,0
415.0,2024_02_IND_GB,REG,2,2024-09-15,2024,415.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0039146
456.0,2024_02_IND_GB,REG,2,2024-09-15,2024,456.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0035700
478.0,2024_02_IND_GB,REG,2,2024-09-15,2024,478.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0035700
505.0,2024_02_IND_GB,REG,2,2024-09-15,2024,505.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0035700
527.0,2024_02_IND_GB,REG,2,2024-09-15,2024,527.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0035700
549.0,2024_02_IND_GB,REG,2,2024-09-15,2024,549.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0038797
571.0,2024_02_IND_GB,REG,2,2024-09-15,2024,571.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0038797
593.0,2024_02_IND_GB,REG,2,2024-09-15,2024,593.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0037091
615.0,2024_02_IND_GB,REG,2,2024-09-15,2024,615.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0035700
649.0,2024_02_IND_GB,REG,2,2024-09-15,2024,649.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0039811
671.0,2024_02_IND_GB,REG,2,2024-09-15,2024,671.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0038128
698.0,2024_02_IND_GB,REG,2,2024-09-15,2024,698.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0038128
724.0,2024_02_IND_GB,REG,2,2024-09-15,2024,724.0,7d405000-1312-11ef-afd1-646009f18b2e,0
739.0,2024_02_IND_GB,REG,2,2024-09-15,2024,739.0,7d405000-1312-11ef-afd1-646009f18b2e,0
763.0,2024_02_IND_GB,REG,2,2024-09-15,2024,763.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0036223
785.0,2024_02_IND_GB,REG,2,2024-09-15,2024,785.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0039164
810.0,2024_02_IND_GB,REG,2,2024-09-15,2024,810.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0039164
837.0,2024_02_IND_GB,REG,2,2024-09-15,2024,837.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0039146
866.0,2024_02_IND_GB,REG,2,2024-09-15,2024,866.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0035700
893.0,2024_02_IND_GB,REG,2,2024-09-15,2024,893.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0035700
915.0,2024_02_IND_GB,REG,2,2024-09-15,2024,915.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0035700
937.0,2024_02_IND_GB,REG,2,2024-09-15,2024,937.0,7d405000-1312-11ef-afd1-646009f18b2e,0
957.0,2024_02_IND_GB,REG,2,2024-09-15,2024,957.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0035700
979.0,2024_02_IND_GB,REG,2,2024-09-15,2024,979.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0038128
1009.0,2024_02_IND_GB,REG,2,2024-09-15,2024,1009.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0038128
1034.0,2024_02_IND_GB,REG,2,2024-09-15,2024,1034.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0039811
1056.0,2024_02_IND_GB,REG,2,2024-09-15,2024,1056.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0038128
1078.0,2024_02_IND_GB,REG,2,2024-09-15,2024,1078.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0035700
1120.0,2024_02_IND_GB,REG,2,2024-09-15,2024,1120.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0036223
1160.0,2024_02_IND_GB,REG,2,2024-09-15,2024,1160.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0039164
1194.0,2024_02_IND_GB,REG,2,2024-09-15,2024,1194.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0039164
1233.0,2024_02_IND_GB,REG,2,2024-09-15,2024,1233.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0039164
1258.0,2024_02_IND_GB,REG,2,2024-09-15,2024,1258.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0039164
1294.0,2024_02_IND_GB,REG,2,2024-09-15,2024,1294.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0039164
1319.0,2024_02_IND_GB,REG,2,2024-09-15,2024,1319.0,7d405000-1312-11ef-afd1-646009f18b2e,0
1342.0,2024_02_IND_GB,REG,2,2024-09-15,2024,1342.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0035700
1371.0,2024_02_IND_GB,REG,2,2024-09-15,2024,1371.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0035700
