drive,fixed_drive,fixed_drive_result,drive_real_start_time,drive_play_count,drive_time_of_possession,drive_first_downs,drive_inside20,drive_ended_with_score,drive_quarter_start,drive_quarter_end,drive_yards_penalized,drive_start_transition,drive_end_transition,drive_start_yard_line,drive_end_yard_line,drive_play_id_started,drive_play_id_ended
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
12.0,12.0,Field goal,2003-09-07T14:56:50Z,18.0,9:59,7.0,1.0,1.0,3.0,4.0,-2.0,KICKOFF,FIELD_GOAL,CLE 12,IND 2,2237.0,2745.0
13.0,13.0,Punt,2003-09-07T15:20:51Z,7.0,3:42,1.0,0.0,0.0,4.0,4.0,-10.0,KICKOFF,PUNT,IND 25,IND 38,2764.0,2939.0
13.0,13.0,Punt,2003-09-07T15:20:51Z,7.0,3:42,1.0,0.0,0.0,4.0,4.0,-10.0,KICKOFF,PUNT,IND 25,IND 38,2764.0,2939.0
13.0,13.0,Punt,2003-09-07T15:20:51Z,7.0,3:42,1.0,0.0,0.0,4.0,4.0,-10.0,KICKOFF,PUNT,IND 25,IND 38,2764.0,2939.0
13.0,13.0,Punt,2003-09-07T15:20:51Z,7.0,3:42,1.0,0.0,0.0,4.0,4.0,-10.0,KICKOFF,PUNT,IND 25,IND 38,2764.0,2939.0
13.0,13.0,Punt,2003-09-07T15:20:51Z,7.0,3:42,1.0,0.0,0.0,4.0,4.0,-10.0,KICKOFF,PUNT,IND 25,IND 38,2764.0,2939.0
13.0,13.0,Punt,2003-09-07T15:20:51Z,7.0,3:42,1.0,0.0,0.0,4.0,4.0,-10.0,KICKOFF,PUNT,IND 25,IND 38,2764.0,2939.0
13.0,13.0,Punt,2003-09-07T15:20:51Z,7.0,3:42,1.0,0.0,0.0,4.0,4.0,-10.0,KICKOFF,PUNT,IND 25,IND 38,2764.0,2939.0
13.0,13.0,Punt,2003-09-07T15:20:51Z,7.0,3:42,1.0,0.0,0.0,4.0,4.0,-10.0,KICKOFF,PUNT,IND 25,IND 38,2764.0,2939.0
13.0,13.0,Punt,2003-09-07T15:20:51Z,7.0,3:42,1.0,0.0,0.0,4.0,4.0,-10.0,KICKOFF,PUNT,IND 25,IND 38,2764.0,2939.0
14.0,14.0,Punt,2003-09-07T15:31:28Z,4.0,2:23,1.0,0.0,0.0,4.0,4.0,0.0,PUNT,PUNT,CLE 27,CLE 45,2958.0,3063.0
14.0,14.0,Punt,2003-09-07T15:31:28Z,4.0,2:23,1.0,0.0,0.0,4.0,4.0,0.0,PUNT,PUNT,CLE 27,CLE 45,2958.0,3063.0
14.0,14.0,Punt,2003-09-07T15:31:28Z,4.0,2:23,1.0,0.0,0.0,4.0,4.0,0.0,PUNT,PUNT,CLE 27,CLE 45,2958.0,3063.0
14.0,14.0,Punt,2003-09-07T15:31:28Z,4.0,2:23,1.0,0.0,0.0,4.0,4.0,0.0,PUNT,PUNT,CLE 27,CLE 45,2958.0,3063.0
14.0,14.0,Punt,2003-09-07T15:31:28Z,4.0,2:23,1.0,0.0,0.0,4.0,4.0,0.0,PUNT,PUNT,CLE 27,CLE 45,2958.0,3063.0
15.0,15.0,Field goal,2003-09-07T15:36:51Z,11.0,2:38,5.0,0.0,1.0,4.0,4.0,0.0,PUNT,FIELD_GOAL,IND 8,CLE 27,3088.0,3385.0
15.0,15.0,Field goal,2003-09-07T15:36:51Z,11.0,2:38,5.0,0.0,1.0,4.0,4.0,0.0,PUNT,FIELD_GOAL,IND 8,CLE 27,3088.0,3385.0
15.0,15.0,Field goal,2003-09-07T15:36:51Z,11.0,2:38,5.0,0.0,1.0,4.0,4.0,0.0,PUNT,FIELD_GOAL,IND 8,CLE 27,3088.0,3385.0
15.0,15.0,Field goal,2003-09-07T15:36:51Z,11.0,2:38,5.0,0.0,1.0,4.0,4.0,0.0,PUNT,FIELD_GOAL,IND 8,CLE 27,3088.0,3385.0
15.0,15.0,Field goal,2003-09-07T15:36:51Z,11.0,2:38,5.0,0.0,1.0,4.0,4.0,0.0,PUNT,FIELD_GOAL,IND 8,CLE 27,3088.0,3385.0
15.0,15.0,Field goal,2003-09-07T15:36:51Z,11.0,2:38,5.0,0.0,1.0,4.0,4.0,0.0,PUNT,FIELD_GOAL,IND 8,CLE 27,3088.0,3385.0
15.0,15.0,Field goal,2003-09-07T15:36:51Z,11.0,2:38,5.0,0.0,1.0,4.0,4.0,0.0,PUNT,FIELD_GOAL,IND 8,CLE 27,3088.0,3385.0
