td_player_name,td_player_id,passer_player_id,passer_player_name,passing_yards,receiver_player_id,receiver_player_name,receiving_yards,rusher_player_id,rusher_player_name,rushing_yards,lateral_receiver_player_id,lateral_receiver_player_name,lateral_receiving_yards,lateral_rusher_player_id,lateral_rusher_player_name,lateral_rushing_yards,lateral_sack_player_id,lateral_sack_player_name,passer,passer_jersey_number,rusher,rusher_jersey_number,receiver,receiver_jersey_number,passer_id,rusher_id,receiver_id,name,jersey_number
,,00-0007576,K.Holcomb,24.0,00-0019650,D.Northcutt,24.0,,,,,,,,,,,,K.Holcomb,10.0,,,D.Northcutt,86.0,00-0007576,,00-0019650,K.Holcomb,10.0
,,,,,,,,00-0021150,W.Green,4.0,,,,,,,,,,,W.Green,31.0,,,,00-0021150,,W.Green,31.0
,,,,,,,,00-0021150,W.Green,-1.0,,,,,,,,,,,W.Green,31.0,,,,00-0021150,,W.Green,31.0
,,00-0007576,K.Holcomb,6.0,00-0008560,K.Johnson,6.0,,,,,,,,,,,,K.Holcomb,10.0,,,K.Johnson,85.0,00-0007576,,00-0008560,K.Holcomb,10.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,00-0021150,W.Green,5.0,,,,,,,,,,,W.Green,31.0,,,,00-0021150,,W.Green,31.0
,,,,,,,,00-0021150,W.Green,0.0,,,,,,,,,,,W.Green,31.0,,,,00-0021150,,W.Green,31.0
,,00-0007576,K.Holcomb,,,,,,,,,,,,,,,,K.Holcomb,10.0,,,S.Heiden,82.0,00-0007576,,00-0007213,K.Holcomb,10.0
,,,,,,,,00-0021150,W.Green,0.0,,,,,,,,,,,W.Green,31.0,,,,00-0021150,,W.Green,31.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,00-0008241,E.James,12.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,00-0010346,P.Manning,6.0,00-0013080,M.Pollard,6.0,,,,,,,,,,,,P.Manning,18.0,,,M.Pollard,81.0,00-0010346,,00-0013080,P.Manning,18.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00-0010346,P.Manning,4.0,00-0013080,M.Pollard,4.0,,,,,,,,,,,,P.Manning,18.0,,,M.Pollard,81.0,00-0010346,,00-0013080,P.Manning,18.0
,,00-0010346,P.Manning,4.0,00-0007024,M.Harrison,4.0,,,,,,,,,,,,P.Manning,18.0,,,M.Harrison,88.0,00-0010346,,00-0007024,P.Manning,18.0
,,,,,,,,00-0008241,E.James,11.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,,,,,,,00-0008241,E.James,4.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,00-0010346,P.Manning,,,,,,,,,,,,,,,,P.Manning,18.0,,,,,00-0010346,,,P.Manning,18.0
,,00-0010346,P.Manning,10.0,00-0019552,T.Walters,10.0,,,,,,,,,,,,P.Manning,18.0,,,T.Walters,86.0,00-0010346,,00-0019552,P.Manning,18.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,00-0021150,W.Green,2.0,,,,,,,,,,,W.Green,31.0,,,,00-0021150,,W.Green,31.0
,,00-0007576,K.Holcomb,,,,,,,,,,,,,,,,K.Holcomb,10.0,,,K.Johnson,85.0,00-0007576,,00-0008560,K.Holcomb,10.0
,,00-0007576,K.Holcomb,22.0,00-0019650,D.Northcutt,22.0,,,,,,,,,,,,K.Holcomb,10.0,,,D.Northcutt,86.0,00-0007576,,00-0019650,K.Holcomb,10.0
,,,,,,,,00-0019650,D.Northcutt,-1.0,,,,,,,,,,,D.Northcutt,86.0,,,,00-0019650,,D.Northcutt,86.0
,,00-0007576,K.Holcomb,16.0,00-0007213,S.Heiden,16.0,,,,,,,,,,,,K.Holcomb,10.0,,,S.Heiden,82.0,00-0007576,,00-0007213,K.Holcomb,10.0
,,00-0007576,K.Holcomb,11.0,00-0021150,W.Green,11.0,,,,,,,,,,,,K.Holcomb,10.0,,,W.Green,31.0,00-0007576,,00-0021150,K.Holcomb,10.0
,,,,,,,,00-0020430,J.Jackson,3.0,,,,,,,,,,,J.Jackson,29.0,,,,00-0020430,,J.Jackson,29.0
,,,,,,,,00-0020430,J.Jackson,3.0,,,,,,,,,,,J.Jackson,29.0,,,,00-0020430,,J.Jackson,29.0
,,00-0007576,K.Holcomb,,,,,,,,,,,,,,,,K.Holcomb,10.0,,,D.Northcutt,86.0,00-0007576,,00-0019650,K.Holcomb,10.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,00-0008241,E.James,5.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,00-0010346,P.Manning,7.0,00-0019065,J.Davenport,7.0,,,,,,,,,,,,P.Manning,18.0,,,J.Davenport,80.0,00-0010346,,00-0019065,P.Manning,18.0
,,,,,,,,00-0008241,E.James,0.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,00-0010346,P.Manning,8.0,00-0007024,M.Harrison,8.0,,,,,,,,,,,,P.Manning,18.0,,,M.Harrison,88.0,00-0010346,,00-0007024,P.Manning,18.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00-0010346,P.Manning,,,,,,,,,,,,,,,,P.Manning,18.0,,,R.Wayne,87.0,00-0010346,,00-0020498,P.Manning,18.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00-0007576,K.Holcomb,2.0,00-0021150,W.Green,2.0,,,,,,,,,,,,K.Holcomb,10.0,,,W.Green,31.0,00-0007576,,00-0021150,K.Holcomb,10.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00-0007576,K.Holcomb,,,,,,,,,,,,,,,,K.Holcomb,10.0,,,D.Northcutt,86.0,00-0007576,,00-0019650,K.Holcomb,10.0
,,00-0010346,P.Manning,,,,,,,,,,,,,,,,P.Manning,18.0,,,D.Clark,44.0,00-0010346,,00-0022165,P.Manning,18.0
,,00-0010346,P.Manning,,,,,,,,,,,,,,,,P.Manning,18.0,,,E.James,32.0,00-0010346,,00-0008241,P.Manning,18.0
,,,,,,,,00-0019057,J.White,4.0,,,,,,,,,,,J.White,30.0,,,,00-0019057,,J.White,30.0
,,00-0007576,K.Holcomb,5.0,00-0019057,J.White,5.0,,,,,,,,,,,,K.Holcomb,10.0,,,J.White,30.0,00-0007576,,00-0019057,K.Holcomb,10.0
,,00-0007576,K.Holcomb,4.0,00-0019650,D.Northcutt,4.0,,,,,,,,,,,,K.Holcomb,10.0,,,D.Northcutt,86.0,00-0007576,,00-0019650,K.Holcomb,10.0
,,00-0007576,K.Holcomb,,,,,,,,,,,,,,,,K.Holcomb,10.0,,,S.Heiden,82.0,00-0007576,,00-0007213,K.Holcomb,10.0
,,00-0010346,P.Manning,2.0,00-0007024,M.Harrison,2.0,,,,,,,,,,,,P.Manning,18.0,,,M.Harrison,88.0,00-0010346,,00-0007024,P.Manning,18.0
,,00-0010346,P.Manning,,,,,,,,,,,,,,,,P.Manning,18.0,,,E.James,32.0,00-0010346,,00-0008241,P.Manning,18.0
,,,,,,,,,,,,,,,,,,,P.Manning,18.0,,,M.Harrison,88.0,00-0010346,,00-0007024,P.Manning,18.0
,,00-0010346,P.Manning,,,,,,,,,,,,,,,,P.Manning,18.0,,,T.Walters,86.0,00-0010346,,00-0019552,P.Manning,18.0
,,00-0010346,P.Manning,,,,,,,,,,,,,,,,P.Manning,18.0,,,R.Wayne,87.0,00-0010346,,00-0020498,P.Manning,18.0
,,00-0010346,P.Manning,,,,,,,,,,,,,,,,P.Manning,18.0,,,E.James,32.0,00-0010346,,00-0008241,P.Manning,18.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,00-0021150,W.Green,7.0,,,,,,,,,,,W.Green,31.0,,,,00-0021150,,W.Green,31.0
,,,,,,,,00-0021150,W.Green,7.0,,,,,,,,,,,W.Green,31.0,,,,00-0021150,,W.Green,31.0
,,00-0007576,K.Holcomb,,,,,,,,,,,,,,,,K.Holcomb,10.0,,,K.Johnson,85.0,00-0007576,,00-0008560,K.Holcomb,10.0
,,,,,,,,00-0021150,W.Green,8.0,,,,,,,,,,,W.Green,31.0,,,,00-0021150,,W.Green,31.0
,,,,,,,,00-0021150,W.Green,8.0,,,,,,,,,,,W.Green,31.0,,,,00-0021150,,W.Green,31.0
,,,,,,,,,,,,,,,,,,,,,W.Green,31.0,,,,00-0021150,,W.Green,31.0
,,00-0007576,K.Holcomb,10.0,00-0008560,K.Johnson,10.0,,,,,,,,,,,,K.Holcomb,10.0,,,K.Johnson,85.0,00-0007576,,00-0008560,K.Holcomb,10.0
,,,,,,,,00-0019057,J.White,3.0,,,,,,,,,,,J.White,30.0,,,,00-0019057,,J.White,30.0
,,00-0007576,K.Holcomb,2.0,00-0019057,J.White,2.0,,,,,,,,,,,,K.Holcomb,10.0,,,J.White,30.0,00-0007576,,00-0019057,K.Holcomb,10.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00-0010346,P.Manning,,,,,,,,,,,,,,,,P.Manning,18.0,,,D.Clark,44.0,00-0010346,,00-0022165,P.Manning,18.0
,,00-0010346,P.Manning,9.0,00-0008241,E.James,9.0,,,,,,,,,,,,P.Manning,18.0,,,E.James,32.0,00-0010346,,00-0008241,P.Manning,18.0
,,,,,,,,00-0008241,E.James,10.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,00-0010346,P.Manning,18.0,00-0022165,D.Clark,18.0,,,,,,,,,,,,P.Manning,18.0,,,D.Clark,44.0,00-0010346,,00-0022165,P.Manning,18.0
,,00-0010346,P.Manning,2.0,00-0007024,M.Harrison,2.0,,,,,,,,,,,,P.Manning,18.0,,,M.Harrison,88.0,00-0010346,,00-0007024,P.Manning,18.0
,,,,,,,,00-0008241,E.James,3.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,00-0010346,P.Manning,6.0,00-0007024,M.Harrison,6.0,,,,,,,,,,,,P.Manning,18.0,,,M.Harrison,88.0,00-0010346,,00-0007024,P.Manning,18.0
,,00-0010346,P.Manning,,,,,,,,,,,,,,,,P.Manning,18.0,,,M.Harrison,88.0,00-0010346,,00-0007024,P.Manning,18.0
,,,,,,,,00-0008241,E.James,9.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,,,,,,,00-0008241,E.James,0.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00-0007576,K.Holcomb,6.0,00-0007213,S.Heiden,6.0,,,,,,,,,,,,K.Holcomb,10.0,,,S.Heiden,82.0,00-0007576,,00-0007213,K.Holcomb,10.0
,,,,,,,,00-0021150,W.Green,3.0,,,,,,,,,,,W.Green,31.0,,,,00-0021150,,W.Green,31.0
,,,,,,,,00-0021150,W.Green,8.0,,,,,,,,,,,W.Green,31.0,,,,00-0021150,,W.Green,31.0
,,00-0007576,K.Holcomb,10.0,00-0008560,K.Johnson,10.0,,,,,,,,,,,,K.Holcomb,10.0,,,K.Johnson,85.0,00-0007576,,00-0008560,K.Holcomb,10.0
,,00-0007576,K.Holcomb,,,,,,,,,,,,,,,,K.Holcomb,10.0,,,W.Green,31.0,00-0007576,,00-0021150,K.Holcomb,10.0
,,,,,,,,00-0021150,W.Green,2.0,,,,,,,,,,,W.Green,31.0,,,,00-0021150,,W.Green,31.0
,,00-0007576,K.Holcomb,17.0,00-0019057,J.White,17.0,,,,,,,,,,,,K.Holcomb,10.0,,,J.White,30.0,00-0007576,,00-0019057,K.Holcomb,10.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,00-0021150,W.Green,11.0,,,,,,,,,,,W.Green,31.0,,,,00-0021150,,W.Green,31.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,00-0021150,W.Green,-2.0,,,,,,,,,,,W.Green,31.0,,,,00-0021150,,W.Green,31.0
,,00-0007576,K.Holcomb,18.0,00-0021175,A.Davis,18.0,,,,,,,,,,,,K.Holcomb,10.0,,,A.Davis,87.0,00-0007576,,00-0021175,K.Holcomb,10.0
,,,,,,,,00-0021150,W.Green,-1.0,,,,,,,,,,,W.Green,31.0,,,,00-0021150,,W.Green,31.0
,,,,,,,,,,,,,,,,,,,K.Holcomb,10.0,,,S.Heiden,82.0,00-0007576,,00-0007213,K.Holcomb,10.0
,,00-0007576,K.Holcomb,,,,,,,,,,,,,,,,K.Holcomb,10.0,,,Q.Morgan,81.0,00-0007576,,00-0020427,K.Holcomb,10.0
,,00-0007576,K.Holcomb,8.0,00-0019650,D.Northcutt,8.0,,,,,,,,,,,,K.Holcomb,10.0,,,D.Northcutt,86.0,00-0007576,,00-0019650,K.Holcomb,10.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00-0007576,K.Holcomb,7.0,00-0019564,A.Shea,7.0,,,,,,,,,,,,K.Holcomb,10.0,,,A.Shea,80.0,00-0007576,,00-0019564,K.Holcomb,10.0
,,,,,,,,00-0021150,W.Green,0.0,,,,,,,,,,,W.Green,31.0,,,,00-0021150,,W.Green,31.0
,,,,,,,,00-0021150,W.Green,1.0,,,,,,,,,,,W.Green,31.0,,,,00-0021150,,W.Green,31.0
,,00-0007576,K.Holcomb,,,,,,,,,,,,,,,,K.Holcomb,10.0,,,W.Green,31.0,00-0007576,,00-0021150,K.Holcomb,10.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,00-0008241,E.James,1.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,00-0010346,P.Manning,2.0,00-0008241,E.James,2.0,,,,,,,,,,,,P.Manning,18.0,,,E.James,32.0,00-0010346,,00-0008241,P.Manning,18.0
,,00-0010346,P.Manning,11.0,00-0020498,R.Wayne,11.0,,,,,,,,,,,,P.Manning,18.0,,,R.Wayne,87.0,00-0010346,,00-0020498,P.Manning,18.0
,,,,,,,,00-0008241,E.James,10.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,,,,,,,00-0008241,E.James,-1.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,00-0010346,P.Manning,,,,,,,,,,,,,,,,P.Manning,18.0,,,E.James,32.0,00-0010346,,00-0008241,P.Manning,18.0
,,00-0010346,P.Manning,,,,,,,,,,,,,,,,P.Manning,18.0,,,T.Walters,86.0,00-0010346,,00-0019552,P.Manning,18.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,00-0021150,W.Green,15.0,,,,,,,,,,,W.Green,31.0,,,,00-0021150,,W.Green,31.0
,,00-0007576,K.Holcomb,6.0,00-0021150,W.Green,6.0,,,,,,,,,,,,K.Holcomb,10.0,,,W.Green,31.0,00-0007576,,00-0021150,K.Holcomb,10.0
,,00-0007576,K.Holcomb,-1.0,00-0019650,D.Northcutt,-1.0,,,,,,,,,,,,K.Holcomb,10.0,,,D.Northcutt,86.0,00-0007576,,00-0019650,K.Holcomb,10.0
,,00-0007576,K.Holcomb,-5.0,00-0019057,J.White,-5.0,,,,,,,,,,,,K.Holcomb,10.0,,,J.White,30.0,00-0007576,,00-0019057,K.Holcomb,10.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00-0010346,P.Manning,11.0,00-0007024,M.Harrison,11.0,,,,,,,,,,,,P.Manning,18.0,,,M.Harrison,88.0,00-0010346,,00-0007024,P.Manning,18.0
,,00-0010346,P.Manning,5.0,00-0008241,E.James,5.0,,,,,,,,,,,,P.Manning,18.0,,,E.James,32.0,00-0010346,,00-0008241,P.Manning,18.0
,,00-0010346,P.Manning,10.0,00-0020739,R.Williams,10.0,,,,,,,,,,,,P.Manning,18.0,,,R.Williams,35.0,00-0010346,,00-0020739,P.Manning,18.0
,,00-0010346,P.Manning,,,,,,,,,,,,,,,,P.Manning,18.0,,,T.Walters,86.0,00-0010346,,00-0019552,P.Manning,18.0
,,00-0010346,P.Manning,,,,,,,,,,,,,,,,P.Manning,18.0,,,D.Clark,44.0,00-0010346,,00-0022165,P.Manning,18.0
,,00-0010346,P.Manning,15.0,00-0020498,R.Wayne,15.0,,,,,,,,,,,,P.Manning,18.0,,,R.Wayne,87.0,00-0010346,,00-0020498,P.Manning,18.0
,,00-0010346,P.Manning,2.0,00-0007024,M.Harrison,2.0,,,,,,,,,,,,P.Manning,18.0,,,M.Harrison,88.0,00-0010346,,00-0007024,P.Manning,18.0
,,00-0010346,P.Manning,9.0,00-0019552,T.Walters,9.0,,,,,,,,,,,,P.Manning,18.0,,,T.Walters,86.0,00-0010346,,00-0019552,P.Manning,18.0
,,00-0010346,P.Manning,8.0,00-0019552,T.Walters,8.0,,,,,,,,,,,,P.Manning,18.0,,,T.Walters,86.0,00-0010346,,00-0019552,P.Manning,18.0
,,00-0010346,P.Manning,5.0,00-0007024,M.Harrison,5.0,,,,,,,,,,,,P.Manning,18.0,,,M.Harrison,88.0,00-0010346,,00-0007024,P.Manning,18.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,S.McNair,9.0,,,E.George,27.0,00-0011024,,00-0005883,S.McNair,9.0
,,00-0011024,S.McNair,5.0,00-0010500,D.Mason,5.0,,,,,,,,,,,,S.McNair,9.0,,,D.Mason,85.0,00-0011024,,00-0010500,S.McNair,9.0
,,,,,,,,00-0007579,R.Holcombe,-2.0,,,,,,,,,,,R.Holcombe,35.0,,,,00-0007579,,R.Holcombe,35.0
,,00-0011024,S.McNair,11.0,00-0007579,R.Holcombe,11.0,,,,,,,,,,,,S.McNair,9.0,,,R.Holcombe,35.0,00-0011024,,00-0007579,S.McNair,9.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,00-0008241,E.James,3.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,,,,,,,00-0008241,E.James,5.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,,,,,,,00-0008241,E.James,5.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,00-0010346,P.Manning,15.0,00-0007024,M.Harrison,15.0,,,,,,,,,,,,P.Manning,18.0,,,M.Harrison,88.0,00-0010346,,00-0007024,P.Manning,18.0
,,,,,,,,00-0008241,E.James,3.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,,,,,,,00-0008241,E.James,3.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,00-0010346,P.Manning,3.0,00-0022165,D.Clark,3.0,,,,,,,,,,,,P.Manning,18.0,,,D.Clark,44.0,00-0010346,,00-0022165,P.Manning,18.0
,,,,,,,,00-0008241,E.James,2.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,,,,,,,,,,,,,,,,,,P.Manning,18.0,,,D.Clark,44.0,00-0010346,,00-0022165,P.Manning,18.0
,,,,,,,,00-0008241,E.James,7.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,,,,,,,00-0008241,E.James,1.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,00-0010346,P.Manning,,,,,,,,,,,,,,,,P.Manning,18.0,,,R.Wayne,87.0,00-0010346,,00-0020498,P.Manning,18.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,00-0005883,E.George,11.0,,,,,,,,,,,E.George,27.0,,,,00-0005883,,E.George,27.0
,,,,,,,,00-0005883,E.George,3.0,,,,,,,,,,,E.George,27.0,,,,00-0005883,,E.George,27.0
,,00-0011024,S.McNair,6.0,00-0019659,E.Kinney,6.0,,,,,,,,,,,,S.McNair,9.0,,,E.Kinney,88.0,00-0011024,,00-0019659,S.McNair,9.0
,,00-0011024,S.McNair,,,,,,,,,,,,,,,,S.McNair,9.0,,,J.McCareins,86.0,00-0011024,,00-0020381,S.McNair,9.0
,,00-0007308,C.Hentrich,10.0,00-0010844,S.McGarrahan,10.0,,,,,,,,,,,,C.Hentrich,15.0,,,S.McGarrahan,42.0,00-0007308,,00-0010844,C.Hentrich,15.0
,,,,,,,,00-0005883,E.George,-3.0,,,,,,,,,,,E.George,27.0,,,,00-0005883,,E.George,27.0
,,00-0011024,S.McNair,,,,,,,,,,,,,,,,S.McNair,9.0,,,,,00-0011024,,,S.McNair,9.0
,,00-0011024,S.McNair,11.0,00-0007579,R.Holcombe,11.0,,,,,,,,,,,,S.McNair,9.0,,,R.Holcombe,35.0,00-0011024,,00-0007579,S.McNair,9.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00-0010346,P.Manning,,,,,,,,,,,,,,,,P.Manning,18.0,,,M.Harrison,88.0,00-0010346,,00-0007024,P.Manning,18.0
,,,,,,,,00-0008241,E.James,4.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00-0010346,P.Manning,4.0,00-0008241,E.James,4.0,,,,,,,,,,,,P.Manning,18.0,,,E.James,32.0,00-0010346,,00-0008241,P.Manning,18.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,00-0005883,E.George,9.0,,,,,,,,,,,E.George,27.0,,,,00-0005883,,E.George,27.0
,,,,,,,,00-0005883,E.George,5.0,,,,,,,,,,,E.George,27.0,,,,00-0005883,,E.George,27.0
,,,,,,,,00-0005883,E.George,6.0,,,,,,,,,,,E.George,27.0,,,,00-0005883,,E.George,27.0
,,,,,,,,00-0005883,E.George,2.0,,,,,,,,,,,E.George,27.0,,,,00-0005883,,E.George,27.0
,,00-0011024,S.McNair,10.0,00-0010500,D.Mason,10.0,,,,,,,,,,,,S.McNair,9.0,,,D.Mason,85.0,00-0011024,,00-0010500,S.McNair,9.0
,,,,,,,,00-0005883,E.George,1.0,,,,,,,,,,,E.George,27.0,,,,00-0005883,,E.George,27.0
,,,,,,,,,,,,,,,,,,,S.McNair,9.0,,,D.Mason,85.0,00-0011024,,00-0010500,S.McNair,9.0
,,,,,,,,00-0005883,E.George,0.0,,,,,,,,,,,E.George,27.0,,,,00-0005883,,E.George,27.0
,,,,,,,,00-0005883,E.George,-1.0,,,,,,,,,,,E.George,27.0,,,,00-0005883,,E.George,27.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Calico,00-0022087,00-0011024,S.McNair,7.0,00-0022087,T.Calico,7.0,,,,,,,,,,,,S.McNair,9.0,,,T.Calico,87.0,00-0011024,,00-0022087,S.McNair,9.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00-0010346,P.Manning,42.0,00-0022165,D.Clark,42.0,,,,,,,,,,,,P.Manning,18.0,,,D.Clark,44.0,00-0010346,,00-0022165,P.Manning,18.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,00-0008241,E.James,7.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,,,,,,,00-0008241,E.James,1.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
E.James,00-0008241,,,,,,,00-0008241,E.James,2.0,,,,,,,,,,,E.James,32.0,,,,00-0008241,,E.James,32.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,00-0005883,E.George,4.0,,,,,,,,,,,E.George,27.0,,,,00-0005883,,E.George,27.0
,,00-0011024,S.McNair,27.0,00-0020476,S.Meier,27.0,,,,,,,,,,,,S.McNair,9.0,,,S.Meier,84.0,00-0011024,,00-0020476,S.McNair,9.0
,,,,,,,,00-0005883,E.George,5.0,,,,,,,,,,,E.George,27.0,,,,00-0005883,,E.George,27.0
,,,,,,,,00-0005883,E.George,-1.0,,,,,,,,,,,E.George,27.0,,,,00-0005883,,E.George,27.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
