home_team,away_team,posteam,posteam_type,defteam,td_team,return_team,penalty_team,home_coach,away_coach
IND,JAX,IND,home,JAX,,,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,JAX,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,JAX,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,IND,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,JAX,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,JAX,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,IND,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,JAX,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,IND,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,JAX,,Tony Dungy,Jack Del Rio
